chr,numb_exons,decon,gatk,grapes,gc_content,mappability,cnv_length,decon_qual,gatk_qual,grapes_qual,sample_correlation,is_autosomal,genes_encoded,encoded_type,true_positive_encoded
10,1,1,1,1,37.3015873015873,1.0,251,10.0,133.11,0.888,0.8945474846675692,1,28,0,1
10,1,1,1,0,40.131578947368425,1.0,303,15.2,236.05,,0.8945474846675692,1,7,0,0
12,1,1,1,1,57.25806451612904,1.0,247,17.7,58.32,0.66,0.8945474846675692,1,88,1,1
2,1,1,0,0,38.613861386138616,0.336111,403,3.03,,,0.8945474846675692,1,3,1,0
15,4,1,0,0,51.72999363192529,0.3723546902702702,9421,7.67,,,0.8945474846675692,1,130,0,0
4,1,1,1,1,44.8,1.0,249,11.7,94.72,0.982,0.8967114294993986,1,58,0,1
11,4,1,1,1,56.21880228426045,1.0,72320,62.2,167.71,1.0,0.8967114294993986,1,69,1,1
11,4,1,1,1,46.5482060874001,0.2550624163207546,11761,29.2,1213.57,0.875,0.8967114294993986,1,99,0,1
18,1,1,1,1,46.437994722955146,1.0,378,12.7,78.85,0.945,0.8967114294993986,1,4,1,1
1,1,1,0,0,38.18181818181819,1.0,219,4.18,,,0.8967114294993986,1,23,0,0
9,7,1,0,0,35.74432050458448,0.1398181710520445,34245,15.6,,,0.8967114294993986,1,51,0,0
1,3,1,1,1,41.43057503506312,1.0,3564,50.3,984.96,1.0,0.8904143097722172,1,92,0,1
3,1,1,1,1,60.0609756097561,1.0,327,18.7,783.74,0.368,0.8904143097722172,1,134,0,1
7,1,1,1,1,39.22413793103448,1.0,231,14.1,35.55,0.938,0.8904143097722172,1,62,1,1
10,6,1,1,1,44.54658949040972,1.0,8810,94.9,536.88,1.0,0.8904143097722172,1,22,1,1
23,1,1,0,0,31.85185185185185,1.0,269,7.36,,,0.8904143097722172,0,21,1,0
2,2,1,1,1,47.12589073634204,0.670833375,6314,46.9,136.41,1.0,0.8383784495432536,1,127,1,1
4,2,1,1,1,35.87420042643924,1.0,1875,27.6,174.2,0.926,0.8383784495432536,1,58,0,1
5,1,1,1,1,67.29166666666667,1.0,479,24.5,187.18,0.657,0.8383784495432536,1,76,0,1
7,1,1,1,1,27.876106194690266,1.0,225,32.6,20.05,0.288,0.8383784495432536,1,105,1,1
1,1,0,1,1,30.87248322147651,1.0,148,,11.68,0.217,0.8096618998796613,1,44,0,0
1,1,0,1,0,32.142857142857146,1.0,111,,131.31,,0.8096618998796613,1,44,0,0
1,1,1,1,1,30.57851239669421,1.0,241,7.78,54.62,0.588,0.8096618998796613,1,23,0,0
1,1,0,1,0,30.87248322147651,1.0,148,,288.62,,0.8096618998796613,1,23,0,0
1,1,1,1,1,32.758620689655174,1.0,231,3.26,7.09,0.177,0.8096618998796613,1,23,0,0
1,3,1,1,0,37.42065781881131,0.3437339913043478,6931,6.65,50.42,,0.8096618998796613,1,23,0,0
1,1,1,1,0,25.454545454545453,1.0,219,3.57,19.51,,0.8096618998796613,1,23,0,0
2,1,0,1,0,32.86908077994429,1.0,358,,7.6,,0.8096618998796613,1,64,1,0
2,1,1,1,1,28.31858407079646,1.0,225,5.65,45.04,0.725,0.8096618998796613,1,3,0,0
2,2,0,1,1,34.58646616541353,1.0,664,,3.25,1.0,0.8096618998796613,1,3,0,0
2,2,0,1,0,31.28834355828221,1.0,651,,12.73,,0.8096618998796613,1,3,0,0
2,1,0,1,0,28.87323943661972,1.0,141,,37.48,,0.8096618998796613,1,3,1,0
2,1,0,1,0,29.89690721649485,1.0,96,,23.2,,0.8096618998796613,1,3,1,0
3,5,1,1,0,37.75428479897485,0.6818181818181818,12485,4.39,35.36,,0.8096618998796613,1,98,0,0
3,1,0,1,1,31.73076923076923,1.0,207,,60.0,0.513,0.8096618998796613,1,98,0,0
5,1,1,1,1,29.069767441860467,1.0,257,6.86,36.36,0.673,0.8096618998796613,1,144,0,0
5,1,0,1,0,29.35323383084577,1.0,200,,37.68,,0.8096618998796613,1,144,1,0
5,1,1,1,0,31.543624161073826,1.0,297,3.25,11.77,,0.8096618998796613,1,53,0,0
6,1,0,1,1,35.2112676056338,1.0,212,,55.48,0.355,0.8096618998796613,1,96,0,0
6,5,0,1,0,33.28914065324816,0.3752863031388888,8296,,34.1,,0.8096618998796613,1,103,0,0
6,2,0,1,0,34.13173652694611,1.0,834,,10.29,,0.8096618998796613,1,103,0,0
6,2,0,1,0,33.73144514587954,1.0,5860,,19.03,,0.8096618998796613,1,103,0,0
6,1,1,1,1,29.545454545454547,1.0,219,3.15,40.74,0.063,0.8096618998796613,1,103,0,0
6,4,1,1,0,34.0682101918057,0.4653409091666666,35243,13.0,77.8,,0.8096618998796613,1,103,0,0
7,1,0,1,0,25.36231884057971,1.0,137,,37.37,,0.8096618998796613,1,104,0,0
7,11,1,1,0,33.72249499909075,0.2526412621555554,27494,21.5,97.34,,0.8096618998796613,1,104,0,0
7,1,0,1,0,29.72972972972973,1.0,147,,17.09,,0.8096618998796613,1,104,1,0
7,2,1,1,0,33.193277310924366,1.0,2379,6.13,21.64,,0.8096618998796613,1,104,0,0
7,1,1,1,0,25.0,1.0,219,4.92,30.87,,0.8096618998796613,1,104,0,0
7,1,0,1,1,30.67484662576687,1.0,162,,173.84,0.858,0.8096618998796613,1,126,0,0
7,1,1,1,1,25.32894736842105,1.0,303,6.21,29.92,0.923,0.8096618998796613,1,126,0,0
7,3,1,1,1,39.68029138000809,0.4278010043478261,4941,12.2,91.15,0.975,0.8096618998796613,1,62,0,0
7,1,0,1,1,47.02702702702703,1.0,184,,90.51,0.96,0.8096618998796613,1,105,0,0
7,1,0,1,0,33.939393939393945,1.0,164,,11.9,,0.8096618998796613,1,105,0,0
7,1,1,1,1,27.876106194690266,1.0,225,9.03,449.65,0.457,0.8096618998796613,1,105,0,0
10,3,0,1,0,35.07219849501729,1.0,9833,,224.75,,0.8096618998796613,1,28,0,0
10,1,0,1,0,32.57142857142858,1.0,174,,163.82,,0.8096618998796613,1,28,0,0
10,4,0,1,1,35.624456220833665,0.1824342590702392,341360,,48.9,1.0,0.8096618998796613,1,7,1,1
10,1,0,1,1,36.885245901639344,1.0,121,,41.89,0.991,0.8096618998796613,1,101,0,0
10,1,0,1,0,30.851063829787236,1.0,93,,38.06,,0.8096618998796613,1,101,0,0
10,1,1,1,1,30.180180180180184,1.0,221,4.92,98.16,0.615,0.8096618998796613,1,77,0,0
10,1,0,1,0,29.32692307692308,1.0,207,,12.73,,0.8096618998796613,1,95,1,0
10,1,1,1,1,30.55555555555556,1.0,287,6.11,91.62,0.738,0.8096618998796613,1,0,0,0
12,1,0,1,0,28.671328671328677,1.0,142,,5.84,,0.8096618998796613,1,39,1,0
12,3,0,1,1,43.01477463998504,0.4444279253333332,16040,,159.56,1.0,0.8096618998796613,1,145,0,1
12,1,1,1,1,30.416666666666664,1.0,239,4.47,163.48,0.997,0.8096618998796613,1,145,0,0
14,1,1,1,0,27.27272727272727,1.0,219,4.45,150.84,,0.8096618998796613,1,80,0,0
14,1,0,1,1,31.06382978723404,1.0,234,,130.07,0.358,0.8096618998796613,1,80,0,0
14,1,0,1,0,34.34343434343434,1.0,98,,21.93,,0.8096618998796613,1,9,0,0
15,1,0,1,0,29.75206611570248,1.0,120,,30.71,,0.8096618998796613,1,112,1,0
15,1,0,1,1,35.24590163934426,1.0,121,,112.48,0.646,0.8096618998796613,1,61,0,0
17,1,0,1,1,32.467532467532465,1.0,153,,24.07,0.7,0.8096618998796613,1,128,0,0
17,1,0,1,0,30.24390243902439,0.6666666666666666,204,,33.68,,0.8096618998796613,1,128,0,0
17,1,0,1,0,31.333333333333336,0.6111110000000001,149,,30.97,,0.8096618998796613,1,128,0,0
17,1,0,1,1,31.976744186046517,1.0,171,,52.29,0.336,0.8096618998796613,1,128,0,0
17,1,0,1,0,35.43689320388349,1.0,205,,28.11,,0.8096618998796613,1,128,0,0
18,1,0,1,0,29.268292682926827,1.0,204,,32.63,,0.8096618998796613,1,19,1,0
18,1,0,1,1,31.89655172413793,1.0,231,,191.59,0.251,0.8096618998796613,1,4,0,0
18,1,0,1,1,35.76642335766424,1.0,136,,48.72,0.976,0.8096618998796613,1,120,0,0
23,1,0,1,0,28.04232804232804,1.0,188,,9.94,,0.8096618998796613,0,37,1,0
1,2,1,0,0,30.251202565473008,1.0,1870,8.94,,,0.8096618998796613,1,44,0,0
1,1,1,0,0,27.27272727272727,1.0,219,4.58,,,0.8096618998796613,1,23,0,0
1,1,1,0,0,27.40740740740741,1.0,269,3.35,,,0.8096618998796613,1,23,0,0
1,2,1,0,0,34.28320911880754,1.0,2280,11.2,,,0.8096618998796613,1,23,0,0
2,1,1,0,0,29.09090909090909,1.0,219,3.55,,,0.8096618998796613,1,3,0,0
2,3,1,0,0,36.62447257383966,1.0,2369,4.08,,,0.8096618998796613,1,3,0,0
6,19,1,0,0,33.983327603987625,0.3879921627751939,116359,38.4,,,0.8096618998796613,1,103,0,0
7,14,1,0,0,37.16200466200466,0.2244249466579879,51479,21.9,,,0.8096618998796613,1,126,0,0
7,1,1,0,0,21.363636363636363,1.0,219,2.85,,,0.8096618998796613,1,62,0,0
8,1,1,0,1,29.914529914529915,1.0,233,2.85,,0.394,0.8096618998796613,1,74,0,0
10,1,1,0,1,28.27868852459016,1.0,243,2.8,,0.382,0.8096618998796613,1,28,0,0
12,1,1,0,0,30.909090909090907,1.0,219,3.77,,,0.8096618998796613,1,39,0,0
14,1,1,0,1,30.314960629921263,1.0,253,3.77,,0.626,0.8096618998796613,1,80,0,0
18,1,1,0,0,28.57142857142857,1.0,293,3.08,,,0.8096618998796613,1,4,0,0
23,1,1,0,1,25.90909090909091,1.0,219,4.44,,1.0,0.8096618998796613,0,21,0,0
1,1,0,0,1,34.02061855670103,1.0,96,,,0.745,0.8096618998796613,1,23,0,0
1,1,0,0,1,32.45614035087719,1.0,113,,,0.638,0.8096618998796613,1,23,0,0
1,1,0,0,1,38.2716049382716,1.0,80,,,0.122,0.8096618998796613,1,23,0,0
1,2,0,0,1,32.448733413751505,1.0,1657,,,0.846,0.8096618998796613,1,23,0,0
1,1,0,0,1,35.92233009708738,1.0,102,,,0.521,0.8096618998796613,1,23,0,0
1,1,0,0,1,32.87671232876712,1.0,72,,,0.307,0.8096618998796613,1,23,0,0
2,1,0,0,1,39.92172211350293,1.0,510,,,1.0,0.8096618998796613,1,3,1,0
2,1,0,0,1,38.9920424403183,1.0,753,,,1.0,0.8096618998796613,1,3,1,0
2,1,0,0,1,36.477987421383645,1.0,317,,,0.309,0.8096618998796613,1,3,0,0
2,1,0,0,1,41.66666666666667,1.0,95,,,0.817,0.8096618998796613,1,3,0,0
2,1,0,0,1,40.74074074074074,1.0,134,,,0.84,0.8096618998796613,1,3,0,0
2,1,0,0,1,31.313131313131315,1.0,98,,,0.466,0.8096618998796613,1,3,0,0
2,1,0,0,1,37.83783783783784,1.0,110,,,0.732,0.8096618998796613,1,3,0,0
2,1,0,0,1,37.10691823899371,1.0,158,,,0.258,0.8096618998796613,1,3,0,0
2,1,0,0,1,31.97278911564626,1.0,146,,,0.296,0.8096618998796613,1,3,0,0
3,2,0,0,1,38.280954184021205,1.0,2640,,,1.0,0.8096618998796613,1,98,0,0
3,1,0,0,1,35.483870967741936,1.0,92,,,0.31,0.8096618998796613,1,98,0,0
5,1,0,0,1,34.84848484848485,1.0,131,,,0.622,0.8096618998796613,1,144,0,0
5,1,0,0,1,36.0655737704918,1.0,121,,,0.525,0.8096618998796613,1,144,0,0
6,1,0,0,1,38.333333333333336,1.0,119,,,0.912,0.8096618998796613,1,34,0,0
6,2,0,0,1,34.473684210526315,1.0,1139,,,1.0,0.8096618998796613,1,96,1,0
6,1,0,0,1,33.33333333333333,1.0,47,,,0.433,0.8096618998796613,1,103,0,0
6,2,0,0,1,35.08588498879761,0.1493002420624999,6694,,,0.992,0.8096618998796613,1,59,1,0
7,2,0,0,1,31.80614406779661,0.1788309703809524,3775,,,1.0,0.8096618998796613,1,104,0,0
7,1,0,0,1,31.746031746031743,1.0,125,,,0.345,0.8096618998796613,1,104,0,0
7,2,0,0,1,36.36972538513061,0.2495435895677567,11943,,,0.762,0.8096618998796613,1,126,0,0
7,1,0,0,1,32.7683615819209,1.0,176,,,0.909,0.8096618998796613,1,126,0,0
7,1,0,0,1,27.611940298507463,1.0,267,,,0.271,0.8096618998796613,1,126,0,0
7,1,0,0,1,32.0,1.0,124,,,0.194,0.8096618998796613,1,126,0,0
7,1,0,0,1,31.10236220472441,1.0,253,,,0.723,0.8096618998796613,1,126,0,0
7,1,0,0,1,32.481751824817515,1.0,273,,,0.291,0.8096618998796613,1,126,0,0
7,1,0,0,1,39.6551724137931,1.0,57,,,0.727,0.8096618998796613,1,25,0,0
12,1,0,0,1,34.04255319148936,1.0,93,,,0.847,0.8096618998796613,1,39,0,0
12,1,0,0,1,37.01657458563536,1.0,180,,,0.868,0.8096618998796613,1,50,0,0
14,1,0,0,1,30.412371134020617,1.0,193,,,0.405,0.8096618998796613,1,80,0,0
17,1,0,0,1,30.46875,1.0,127,,,0.192,0.8096618998796613,1,128,0,0
17,2,0,0,1,41.06002554278416,0.4452989999999998,6263,,,0.907,0.8096618998796613,1,128,1,0
18,1,0,0,1,34.841628959276015,1.0,220,,,0.489,0.8096618998796613,1,19,0,0
18,2,0,0,1,37.28504032871709,1.0,6570,,,1.0,0.8096618998796613,1,4,1,0
3,3,1,1,1,42.31515412804484,0.7261904285714286,4638,36.8,112.41,1.0,0.8714835508304468,1,55,1,1
10,3,1,1,1,50.47986450884456,0.2924407473416666,21255,38.5,833.13,1.0,0.8714835508304468,1,139,0,1
11,1,1,1,1,49.57983193277311,1.0,237,11.3,114.65,0.903,0.8714835508304468,1,31,0,1
19,1,1,1,1,62.908011869436194,1.0,336,14.4,6.43,0.395,0.8714835508304468,1,6,1,1
12,1,1,0,0,33.71212121212121,0.8333333333333334,263,2.51,,,0.8714835508304468,1,26,0,0
17,3,1,0,0,56.55050727834142,0.8,2266,3.04,,,0.8714835508304468,1,47,1,0
1,1,0,1,1,34.82587064676617,1.0,200,,2.7,0.502,0.8024983657741896,1,23,1,1
3,5,1,1,1,47.01567668632245,0.8333333333333334,6952,62.2,72.29,0.999,0.8024983657741896,1,67,1,1
7,1,1,1,0,27.82258064516129,1.0,247,6.56,57.19,,0.8024983657741896,1,104,0,1
1,2,1,0,0,31.633906633906637,1.0,1627,26.2,,,0.8024983657741896,1,23,1,1
2,1,1,0,0,38.613861386138616,0.336111,403,4.03,,,0.8024983657741896,1,3,1,0
4,2,1,0,0,66.29339305711086,1.0,892,33.5,,,0.8024983657741896,1,83,0,1
6,3,1,0,0,35.16806722689076,0.3752863031388888,4759,3.97,,,0.8024983657741896,1,103,1,0
6,3,1,0,0,34.14323472279718,1.0,31402,4.78,,,0.8024983657741896,1,103,1,0
7,1,1,1,0,36.36363636363637,1.0,241,10.2,6.43,,0.8892613575018659,1,104,1,1
10,2,1,1,1,54.3289346636627,0.5645833,3106,16.7,849.42,0.994,0.8892613575018659,1,139,0,1
15,1,1,1,0,38.38709677419354,1.0,309,6.58,65.32,,0.8892613575018659,1,35,0,1
15,5,1,1,1,45.091907071738575,0.1611322140664821,47003,63.2,149.49,1.0,0.8892613575018659,1,61,1,1
3,3,1,0,0,39.87300197065908,1.0,4566,6.08,,,0.8892613575018659,1,55,0,0
10,1,1,0,0,35.099337748344375,1.0,301,3.43,,,0.8892613575018659,1,57,0,0
2,2,1,1,1,47.12589073634204,0.670833375,6314,51.4,138.82,1.0,0.8595774992562565,1,127,1,1
7,2,1,1,1,63.13703284258211,1.0,3531,34.8,319.82,0.99,0.8595774992562565,1,97,0,1
1,1,1,0,1,55.95637583892618,1.0,1191,30.3,,1.0,0.8595774992562565,1,136,1,1
5,1,1,0,0,54.92424242424242,0.4722221111111112,263,3.69,,,0.8595774992562565,1,131,1,0
23,1,1,0,1,33.54037267080746,1.0,321,13.7,,0.997,0.8595774992562565,0,21,0,1
4,1,0,1,1,58.69565217391305,1.0,275,,18.15,0.495,0.8583838588783278,1,83,1,0
15,2,1,1,1,63.90977443609023,1.0,3191,6.97,494.39,1.0,0.8583838588783278,1,71,0,1
23,1,0,1,1,43.14516129032258,1.0,247,,108.89,0.978,0.8583838588783278,0,36,0,1
2,2,1,0,0,27.787610619469028,1.0,1129,3.31,,,0.8583838588783278,1,64,1,0
2,4,1,0,0,29.916476841306,1.0,2633,5.12,,,0.8583838588783278,1,48,1,0
4,3,1,0,0,50.87197289032152,1.0,12098,7.66,,,0.8583838588783278,1,83,1,1
6,13,1,0,0,32.24386696773699,0.4080507483269232,26128,15.9,,,0.8583838588783278,1,103,1,0
6,4,1,0,0,34.0682101918057,0.4653409091666666,35243,8.0,,,0.8583838588783278,1,103,1,0
7,3,1,0,1,29.883307965499743,1.0,1970,4.64,,0.751,0.8583838588783278,1,104,1,0
7,1,1,0,0,20.0,1.0,219,4.17,,,0.8583838588783278,1,104,1,0
7,1,1,0,0,21.363636363636363,1.0,219,3.2,,,0.8583838588783278,1,62,1,0
23,77,1,0,0,36.49773605021354,0.1716650205589544,1898451,138.0,,,0.8583838588783278,0,21,1,0
23,4,1,0,0,41.89980481457384,0.363386125,3073,3.68,,,0.8583838588783278,0,36,1,0
23,33,1,0,0,39.37664149667207,0.185905505482415,34084366,37.7,,,0.8583838588783278,0,37,1,0
7,1,0,0,1,42.44604316546763,0.8333333333333334,138,,,0.79,0.8583838588783278,1,25,1,0
1,1,1,1,1,42.62295081967213,1.0,243,24.0,31.89,0.592,0.8410617828655572,1,42,1,1
1,1,1,1,1,52.5065963060686,1.0,378,20.0,246.1,0.616,0.8410617828655572,1,23,0,1
3,6,1,1,1,42.38165207947358,0.2164691396428571,15652,82.0,1048.24,0.995,0.8410617828655572,1,113,0,1
3,3,1,1,1,41.9936560150376,0.20439046,17023,64.7,228.9,1.0,0.8410617828655572,1,54,1,1
6,1,1,0,0,27.727272727272727,1.0,219,8.09,,,0.8410617828655572,1,103,1,0
4,1,1,1,1,49.23664122137404,1.0,261,11.9,87.82,0.781,0.8598763995078194,1,107,0,1
9,6,1,1,1,37.306172839506175,0.0721673452377717,40499,61.0,823.09,0.861,0.8598763995078194,1,51,0,1
15,3,1,1,1,33.85288487831556,0.5068166000000001,25598,30.9,43.57,1.0,0.8598763995078194,1,35,1,1
1,1,1,0,0,50.44642857142857,1.0,223,3.78,,,0.8598763995078194,1,42,0,0
3,1,1,0,1,37.72727272727273,1.0,219,11.7,,0.936,0.8598763995078194,1,55,1,1
6,2,1,0,0,30.36065573770492,1.0,1524,6.86,,,0.8598763995078194,1,103,1,0
6,2,1,0,0,33.384191068599264,1.0,17040,7.4,,,0.8598763995078194,1,103,1,0
7,1,1,0,0,20.0,1.0,219,2.8,,,0.8598763995078194,1,104,1,0
10,2,1,0,0,34.77477477477478,1.0,554,4.52,,,0.8598763995078194,1,95,0,0
16,4,1,0,0,50.48109196688297,0.2627401492558139,4468,5.65,,,0.8598763995078194,1,114,0,0
1,6,1,1,1,42.68619319163643,0.3260998254761904,23147,15.0,185.69,0.804,0.8700517142950915,1,93,1,1
1,1,1,1,1,42.578125,1.0,255,5.83,40.43,0.2,0.8700517142950915,1,23,1,1
2,2,1,1,1,44.77095937770096,1.0,2313,8.79,554.9,0.872,0.8700517142950915,1,127,0,1
7,1,1,0,0,76.34408602150538,1.0,464,3.18,,,0.8700517142950915,1,25,0,0
9,1,1,0,0,79.56989247311827,1.0,371,2.7,,,0.8700517142950915,1,41,0,0
10,1,1,0,0,76.75,1.0,399,3.05,,,0.8700517142950915,1,118,0,0
12,1,1,0,0,79.70588235294119,1.0,339,3.56,,,0.8700517142950915,1,26,0,0
15,2,1,0,0,51.93176116407427,1.0,3985,3.44,,,0.8700517142950915,1,130,1,0
16,1,1,0,0,63.76237623762376,1.0,504,3.29,,,0.8700517142950915,1,30,0,0
19,1,1,0,0,78.63636363636364,1.0,219,4.63,,,0.8700517142950915,1,84,0,0
22,1,1,0,0,76.49484536082474,1.0,969,4.33,,,0.8700517142950915,1,70,0,0
23,4,1,0,0,39.36594961123963,0.1690920832267504,8211870,6.2,,,0.8700517142950915,0,36,0,0
23,32,1,0,0,39.37761022081802,0.1858970700632689,34073984,73.7,,,0.8700517142950915,0,37,0,0
2,4,0,0,1,36.89555125725338,1.0,2067,,,0.776,0.8700517142950915,1,48,1,0
5,2,1,1,1,38.73293421917208,0.2124836590408164,164363,14.4,211.11,0.952,0.8900365867246748,1,1,0,1
6,1,1,1,1,50.0,1.0,253,9.72,187.42,0.544,0.8900365867246748,1,34,0,1
10,6,1,1,1,47.90453460620525,0.3894502303999999,20949,50.7,470.73,1.0,0.8900365867246748,1,125,1,1
1,1,1,0,1,37.58389261744966,1.0,297,8.38,,0.813,0.8900365867246748,1,23,1,1
2,1,1,0,0,38.613861386138616,0.336111,403,5.44,,,0.8900365867246748,1,3,1,0
6,1,1,0,0,44.02985074626866,1.0,267,3.44,,,0.8900365867246748,1,96,0,0
6,3,1,0,0,35.16806722689076,0.3752863031388888,4759,3.66,,,0.8900365867246748,1,103,1,0
6,1,1,0,0,23.63636363636364,1.0,219,3.58,,,0.8900365867246748,1,103,1,0
6,3,1,0,0,34.56548879118493,0.4653409091666666,18422,6.27,,,0.8900365867246748,1,103,1,0
6,6,1,0,0,36.824655731190944,0.273645748,80532,11.9,,,0.8900365867246748,1,59,0,0
7,1,1,0,0,21.363636363636363,1.0,219,2.63,,,0.8900365867246748,1,62,1,0
10,2,1,0,0,35.08469710020098,1.0,3482,3.55,,,0.8900365867246748,1,28,1,0
2,1,0,0,1,40.0,1.0,289,,,0.968,0.8900365867246748,1,3,1,0
2,1,0,0,1,41.08983799705449,0.6875,678,,,0.985,0.8900365867246748,1,3,1,0
3,1,1,1,1,48.3679525222552,1.0,336,3.63,65.45,0.702,0.8737094418120923,1,55,1,1
10,8,1,1,1,36.35414425859557,0.1769786113877794,985507,25.7,515.8,1.0,0.8737094418120923,1,7,1,1
15,1,0,1,1,37.30569948186528,1.0,192,,233.29,0.717,0.8737094418120923,1,112,0,1
16,2,1,1,1,53.00261096605744,0.8333333333333334,3063,5.66,276.62,0.758,0.8737094418120923,1,75,0,1
23,119,1,0,0,38.07684707028962,0.1926618223395585,122509549,305.0,,,0.8737094418120923,0,21,0,0
23,2,0,0,1,40.53429027113238,0.3425668675675675,12539,,,0.996,0.8737094418120923,0,37,1,0
1,1,1,1,1,53.482587064676615,1.0,401,12.3,420.56,0.368,0.8949032994350321,1,109,0,1
7,1,1,1,1,31.72205438066465,1.0,330,12.1,54.14,0.574,0.8949032994350321,1,126,1,1
10,7,1,1,1,57.355757222546,0.4405172413793103,24021,68.5,591.42,1.0,0.8949032994350321,1,29,1,1
15,5,1,1,0,47.936810214239344,0.3793329745579711,115524,60.9,1807.67,,0.8949032994350321,1,130,0,1
1,1,1,0,0,27.27272727272727,1.0,219,2.9,,,0.8949032994350321,1,23,1,0
6,3,1,0,0,34.371395617070355,1.0,5201,5.96,,,0.8949032994350321,1,103,1,0
6,5,1,0,0,33.927494104096965,0.4653409091666666,36465,12.8,,,0.8949032994350321,1,103,1,0
7,1,1,0,0,35.47297297297297,1.0,295,3.01,,,0.8949032994350321,1,126,1,0
1,1,1,1,1,47.1875,1.0,319,9.18,8.43,0.54,0.8257717553099645,1,27,0,1
2,1,0,1,0,69.42675159235668,1.0,156,,3.69,,0.8257717553099645,1,64,1,0
10,7,1,1,1,40.56819237346942,0.2594726904134036,366037,68.4,27.9,0.833,0.8257717553099645,1,57,1,1
15,8,1,1,1,45.48902279718512,0.1770324060467289,47461,59.1,541.34,1.0,0.8257717553099645,1,61,0,1
23,2,0,1,0,38.907619689817935,1.0,1482,,4.0,,0.8257717553099645,0,37,1,1
1,1,1,0,0,25.454545454545453,1.0,219,2.93,,,0.8257717553099645,1,23,1,0
22,1,1,0,0,61.891117478510026,1.0,348,5.06,,,0.8257717553099645,1,70,0,0
23,1,1,0,1,37.63736263736264,1.0,363,9.8,,0.99,0.8257717553099645,0,37,1,1
3,2,1,1,1,45.06283662477559,1.0,3341,18.7,455.79,0.952,0.8828187920665171,1,54,0,1
6,1,1,1,1,37.72727272727273,1.0,219,8.66,57.44,0.201,0.8828187920665171,1,59,1,1
7,1,1,1,1,62.8145865434001,1.0,1946,11.0,1733.22,0.937,0.8828187920665171,1,137,0,1
12,2,1,1,1,32.15384615384615,1.0,1949,17.2,208.4,1.0,0.8828187920665171,1,50,1,1
10,3,1,0,0,40.87290167865707,1.0,10424,4.94,,,0.8828187920665171,1,101,1,0
12,3,1,0,0,40.11262007287181,0.476614,3018,4.62,,,0.8828187920665171,1,26,0,0
15,5,1,0,0,56.2044811430162,0.8333333333333334,21556,7.22,,,0.8828187920665171,1,71,1,0
19,1,1,0,0,63.71794871794872,0.70833325,779,4.35,,,0.8828187920665171,1,102,0,0
19,1,1,0,0,67.96116504854369,1.0,514,2.7,,,0.8828187920665171,1,6,1,0
23,3,1,0,0,37.15401596196298,1.0,5888,4.95,,,0.8828187920665171,0,21,1,0
23,5,1,0,0,37.75584563715861,0.2651585322081441,63123,5.74,,,0.8828187920665171,0,21,1,0
23,7,1,0,0,36.5037801071363,0.1416614616584795,250521,10.2,,,0.8828187920665171,0,21,1,0
23,19,1,0,0,34.027363988718456,0.1407379324562583,176216,22.0,,,0.8828187920665171,0,21,1,0
23,15,1,0,0,36.03403873493836,0.1607689381639922,343255,18.7,,,0.8828187920665171,0,21,1,0
23,5,1,0,0,39.939713639789,0.2757756068292682,10615,9.49,,,0.8828187920665171,0,37,1,0
23,24,1,0,0,58.82840907519805,0.3264510688149465,72328,25.1,,,0.8828187920665171,0,68,1,0
4,6,1,1,1,36.8335500650195,0.227276323114754,9227,82.9,572.43,1.0,0.8949971461102971,1,58,1,1
10,6,1,1,1,35.826056547148,0.1869510416276759,663410,89.0,2115.05,1.0,0.8949971461102971,1,7,0,1
11,1,1,1,1,62.13872832369943,1.0,345,17.6,44.04,0.488,0.8949971461102971,1,69,1,1
20,1,1,1,1,61.76470588235294,1.0,305,16.9,123.78,0.514,0.8949971461102971,1,14,0,1
4,1,1,0,0,35.2,1.0,249,2.58,,,0.8949971461102971,1,58,0,0
1,7,1,1,1,43.83033419023136,0.3104460210309278,35787,14.8,638.69,0.983,0.8589442262574317,1,93,0,1
5,1,0,1,1,33.87096774193548,1.0,185,,36.34,0.207,0.8589442262574317,1,144,1,0
15,5,1,1,1,51.75568743818002,0.3471725913207547,20219,9.33,463.42,0.893,0.8589442262574317,1,130,1,1
3,1,1,0,0,67.06231454005935,1.0,336,4.44,,,0.8589442262574317,1,134,0,1
5,4,1,0,0,41.6373091763127,0.4036055081962616,11921,6.28,,,0.8589442262574317,1,144,1,0
6,16,1,0,0,33.40832395950506,0.3736573986896552,57784,22.3,,,0.8589442262574317,1,103,1,0
6,2,1,0,1,33.384191068599264,1.0,17040,5.88,,0.99,0.8589442262574317,1,103,1,0
7,7,1,0,0,30.441118028877995,1.0,7548,5.8,,,0.8589442262574317,1,104,1,0
7,5,1,0,0,32.63182785528494,0.4134804117647059,25373,6.4,,,0.8589442262574317,1,104,1,0
23,29,1,0,0,37.790390242182816,0.1761856426946421,652440,17.8,,,0.8589442262574317,0,21,1,0
23,30,1,0,0,34.9789853393785,0.1441749280401735,302169,25.4,,,0.8589442262574317,0,21,1,0
23,9,1,0,0,39.19837672604617,0.3200615298795181,37947,11.2,,,0.8589442262574317,0,37,1,0
1,1,0,0,1,52.48618784530387,1.0,180,,,0.809,0.8589442262574317,1,23,1,0
3,1,0,0,1,63.63636363636363,1.0,32,,,0.233,0.8589442262574317,1,134,0,0
3,1,0,0,1,48.0,1.0,49,,,0.505,0.8589442262574317,1,129,0,0
